Position;Photo;Name;Details;Academy;Points;Kimono;Category;Gender;Belt;Division
28;https://api.ibjjfdb.com/Athletes/225766/RankingPhoto;Jonathan Saint'Clair Branco Balieiro de Carvalho;https://ibjjf.com/athletes/jonathan-carvalho-0791d559f7ec;Gracie Barra Curitiba;54;ranking-geral-gi;adult;male;black;mediumheavy
28;https://api.ibjjfdb.com/Athletes/166066/RankingPhoto;Grant Yuki Bogdanove;https://ibjjf.com/athletes/grant-bogdanove;Life Jiu-Jitsu Academy;54;ranking-geral-gi;adult;male;black;mediumheavy
28;https://api.ibjjfdb.com/Athletes/68446/RankingPhoto;Shane L. Fishman;https://ibjjf.com/athletes/shane-fishman;ECJJA;54;ranking-geral-gi;adult;male;black;mediumheavy
36;https://api.ibjjfdb.com/Athletes/66066/RankingPhoto;Manoel Miguel da Rocha P. Jr.;https://ibjjf.com/athletes/manoel-junior;Milioli Jiu Jitsu;51;ranking-geral-gi;adult;male;black;mediumheavy
36;https://api.ibjjfdb.com/Athletes/133627/RankingPhoto;Rui Alves Neto;https://ibjjf.com/athletes/rui-neto;DreamArt;51;ranking-geral-gi;adult;male;black;mediumheavy
36;https://api.ibjjfdb.com/Athletes/296789/RankingPhoto;Angelo Paolo Castillejo Sotelo;https://ibjjf.com/athletes/angelo-castillejo;Fight Sports;51;ranking-geral-gi;adult;male;black;mediumheavy
36;https://api.ibjjfdb.com/Athletes/130779/RankingPhoto;Marcos Vinicius de O. Martins;https://ibjjf.com/athletes/marcos-martins-26a5d4c62408;Atos Northwest;51;ranking-geral-gi;adult;male;black;mediumheavy
36;https://api.ibjjfdb.com/Athletes/344286/RankingPhoto;Juan de Almeida Oliveira;https://ibjjf.com/athletes/juan-oliveira-5e02c3f52c13;Double Five Vila Da Feira;51;ranking-geral-gi;adult;male;black;mediumheavy
41;https://api.ibjjfdb.com/Athletes/58778/RankingPhoto;Austin Caine Oranday;https://ibjjf.com/athletes/austin-oranday;Alliance Charlotte;50;ranking-geral-gi;adult;male;black;mediumheavy
41;https://api.ibjjfdb.com/Athletes/138886/RankingPhoto;Arthur Dorneles Mariath;https://ibjjf.com/athletes/arthur-mariath;Atos Jiu Jitsu USA;50;ranking-geral-gi;adult;male;black;mediumheavy
41;https://api.ibjjfdb.com/Athletes/304331/RankingPhoto;Charles Jeffrey Grisafi;https://ibjjf.com/athletes/charles-grisafi;Toronto BJJ;50;ranking-geral-gi;adult;male;black;mediumheavy
44;https://api.ibjjfdb.com/Athletes/62039/RankingPhoto;Andre Nascimento dos Santos Gois;https://ibjjf.com/athletes/andre-gois;Foundry BJJ;49;ranking-geral-gi;adult;male;black;mediumheavy
44;https://api.ibjjfdb.com/Athletes/264401/RankingPhoto;London Amil Horn;https://ibjjf.com/athletes/london-horn;Marcio Andre Jiu-Jitsu;49;ranking-geral-gi;adult;male;black;mediumheavy
46;https://api.ibjjfdb.com/Athletes/133235/RankingPhoto;Jose Mathias Macedo de Lira Luna;https://ibjjf.com/athletes/jose-luna;CheckMat USA;48;ranking-geral-gi;adult;male;black;mediumheavy
47;https://api.ibjjfdb.com/Athletes/69739/RankingPhoto;Felipe Aníbal Ferraz Teixeira;https://ibjjf.com/athletes/felipe-teixeira-92b2f800c371;Anibal Jiu-Jitsu;46;ranking-geral-gi;adult;male;black;mediumheavy
48;https://api.ibjjfdb.com/Athletes/33492/RankingPhoto;Rolando Villanueva Samson;https://ibjjf.com/athletes/rolando-samson;Atos Jiu Jitsu USA;45;ranking-geral-gi;adult;male;black;mediumheavy
48;https://api.ibjjfdb.com/Athletes/58489/RankingPhoto;Travis Leroy Lindahl;https://ibjjf.com/athletes/travis-lindahl;Coalition 95;45;ranking-geral-gi;adult;male;black;mediumheavy
50;https://api.ibjjfdb.com/Athletes/61796/RankingPhoto;Raul Barbosa Basílio;https://ibjjf.com/athletes/raul-basilio;Atos Jiu Jitsu USA;44;ranking-geral-gi;adult;male;black;mediumheavy
51;https://api.ibjjfdb.com/Athletes/85082/RankingPhoto;Mauricio de Oliveira Santos Neto;https://ibjjf.com/athletes/mauricio-neto-21864c21585f;Alliance JJ;42;ranking-geral-gi;adult;male;black;mediumheavy
51;https://api.ibjjfdb.com/Athletes/208224/RankingPhoto;Rafael Carvalho Silveira T Borges;https://ibjjf.com/athletes/rafael-borges-af501ed31659;Atos Jiu-Jitsu;42;ranking-geral-gi;adult;male;black;mediumheavy
51;https://api.ibjjfdb.com/Athletes/324702/RankingPhoto;Dory Raymond Aoun;https://ibjjf.com/athletes/dory-aoun;CheckMat USA;42;ranking-geral-gi;adult;male;black;mediumheavy
51;https://api.ibjjfdb.com/Athletes/326757/RankingPhoto;Gavin Christopher Sonnier;https://ibjjf.com/athletes/gavin-sonnier;Gracie Barra Arizona;42;ranking-geral-gi;adult;male;black;mediumheavy
51;https://api.ibjjfdb.com/Athletes/214790/RankingPhoto;Dimitrios Saltsidis Konstantinos;https://ibjjf.com/athletes/dimitrios-konstantinos;Adamas Jiu-Jitsu;42;ranking-geral-gi;adult;male;black;mediumheavy
56;https://api.ibjjfdb.com/Athletes/248640/RankingPhoto;Wonhee Jo;https://ibjjf.com/athletes/wonhee-jo;Roots BJJ Korea;41;ranking-geral-gi;adult;male;black;mediumheavy
57;https://api.ibjjfdb.com/Athletes/405216/RankingPhoto;Franco Manuel D. Palomino;https://ibjjf.com/athletes/franco-palomino;Unity Jiu Jitsu;40;ranking-geral-gi;adult;male;black;mediumheavy
57;https://api.ibjjfdb.com/Athletes/26373/RankingPhoto;Gialysson Adão Silva Freitas;https://ibjjf.com/athletes/gialysson-freitas;GFTeam Charlotte;40;ranking-geral-gi;adult;male;black;mediumheavy
59;https://api.ibjjfdb.com/Athletes/117584/RankingPhoto;Pedro Hugo Cadete;https://ibjjf.com/athletes/pedro-cadete;Icon JJ Team - Cascais;39;ranking-geral-gi;adult;male;black;mediumheavy
60;https://api.ibjjfdb.com/Athletes/300049/RankingPhoto;Faisal Kayani;https://ibjjf.com/athletes/faisal-kayani;LGC-Luton Grappling Club;38;ranking-geral-gi;adult;male;black;mediumheavy
61;https://api.ibjjfdb.com/Athletes/29619/RankingPhoto;Carlos Alberto Castro de Araújo Neto;https://ibjjf.com/athletes/carlos-neto-f786e630bdaf;Rodrigo Pinheiro BJJ;37;ranking-geral-gi;adult;male;black;mediumheavy
61;https://api.ibjjfdb.com/Athletes/26441/RankingPhoto;Lucas Gualberto Gomes Nascimento;https://ibjjf.com/athletes/lucas-nascimento;Team 6 BJJ;37;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/49233/RankingPhoto;Mateus Rodrigues de Souza;https://ibjjf.com/athletes/mateus-souza;AOJ;36;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/230013/RankingPhoto;João Pedro Menezes de Barros;https://ibjjf.com/athletes/joao-barros-d55e6d9e30c0;DreamArt;36;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/29417/RankingPhoto;Felipe Cesar Silva;https://ibjjf.com/athletes/felipe-silva-95933b34c9cf;Unity Jiu Jitsu;36;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/84396/RankingPhoto;Sergio Antonio Santana Soares Filho;https://ibjjf.com/athletes/sergio-filho-52a5af4eed19;Double Five Chicago;36;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/289076/RankingPhoto;Caique Mateus Trindade de Melo;https://ibjjf.com/athletes/caique-melo;Barbosa Jiu-Jitsu;36;ranking-geral-gi;adult;male;black;mediumheavy
63;https://api.ibjjfdb.com/Athletes/378106/RankingPhoto;Lucas Alekssander Stutz Santos;https://ibjjf.com/athletes/lucas-santos-109e0d98b511;Brazilian Power Team;36;ranking-geral-gi;adult;male;black;mediumheavy
69;https://api.ibjjfdb.com/Athletes/498837/RankingPhoto;Marcus Rodrigo Santana de Oliveira;https://ibjjf.com/athletes/marcus-oliveira-e9027a9ebb6e;Ribeiro Jiu-Jitsu Brasil;35;ranking-geral-gi;adult;male;black;mediumheavy
70;https://api.ibjjfdb.com/Athletes/59755/RankingPhoto;Leonardo Teixeira Lara;https://ibjjf.com/athletes/leonardo-lara;JFC Almeida JJ;34;ranking-geral-gi;adult;male;black;mediumheavy
70;https://api.ibjjfdb.com/Athletes/132315/RankingPhoto;Caio Vinicius  Lima Santos;https://ibjjf.com/athletes/caio-santos-551aff167ee9;Gracie Barra Northridge;34;ranking-geral-gi;adult;male;black;mediumheavy
72;https://api.ibjjfdb.com/Athletes/133213/RankingPhoto;Matheus Vetoraci de Menezes;https://ibjjf.com/athletes/matheus-menezes;Blvckout Grappling;33;ranking-geral-gi;adult;male;black;mediumheavy
73;https://api.ibjjfdb.com/Athletes/426331/RankingPhoto;João Felipe Queiroz Guedes da Rocha;https://ibjjf.com/athletes/joao-rocha-bd814627965e;Carlson Gracie Clube;31;ranking-geral-gi;adult;male;black;mediumheavy
74;https://api.ibjjfdb.com/Athletes/126013/RankingPhoto;Andy Tomas Murasaki Pereira;https://ibjjf.com/athletes/andy-pereira;Atos Jiu Jitsu USA;30;ranking-geral-gi;adult;male;black;mediumheavy
74;https://api.ibjjfdb.com/Athletes/71205/RankingPhoto;Sebastian Andres Guevara Lamparelli;https://ibjjf.com/athletes/sebastian-lamparelli;GF Team International;30;ranking-geral-gi;adult;male;black;mediumheavy
74;https://api.ibjjfdb.com/Athletes/370658/RankingPhoto;Eliott Sarthou;https://ibjjf.com/athletes/eliott-sarthou;GFTeam Paris;30;ranking-geral-gi;adult;male;black;mediumheavy
77;https://api.ibjjfdb.com/Athletes/279320/RankingPhoto;José Matheus Marchi Peixoto;https://ibjjf.com/athletes/jose-peixoto;CheckMat;28;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/75845/RankingPhoto;Tainan Dalpra Costa;https://ibjjf.com/athletes/tainan-costa;AOJ;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/141597/RankingPhoto;Faris Dean Benlamkadem;https://ibjjf.com/athletes/faris-benlamkadem;Los Banditos;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/276384/RankingPhoto;Francisco Eduardo Alves Costa;https://ibjjf.com/athletes/francisco-costa-933dc3d631e0;Alliance SP;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/36085/RankingPhoto;Brian J. Beaury II;https://ibjjf.com/athletes/brian-ii;Essential Jiu-Jitsu;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/172127/RankingPhoto;Pablo de Oliveira Custódia;https://ibjjf.com/athletes/pablo-custodia;Carreira Team;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/426608/RankingPhoto;Isaac Gonçalves de Souza;https://ibjjf.com/athletes/isaac-souza-751e226785d7;Família Gomes;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/281713/RankingPhoto;Bruno Luis Santanna Caglioni;https://ibjjf.com/athletes/bruno-caglioni;The Match Champ;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/273950/RankingPhoto;Alex Sander Fonseca Massena de Lima;https://ibjjf.com/athletes/alex-lima-a1983594d435;CheckMat;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/261704/RankingPhoto;Gabriel Viebrantz Brod;https://ibjjf.com/athletes/gabriel-brod;Gracie Barra Felipe Preguiça;27;ranking-geral-gi;adult;male;black;mediumheavy
78;https://api.ibjjfdb.com/Athletes/83525/RankingPhoto;Hiago Rodrigo de Oliveira Barra;https://ibjjf.com/athletes/hiago-barra;GFTeam Minnesota;27;ranking-geral-gi;adult;male;black;mediumheavy
88;https://api.ibjjfdb.com/Athletes/48137/RankingPhoto;Alec Jerrod Baulding;https://ibjjf.com/athletes/alec-baulding;Team Doan;26;ranking-geral-gi;adult;male;black;mediumheavy
89;https://api.ibjjfdb.com/Athletes/71943/RankingPhoto;Ronaldo Pereira de Souza Júnior;https://ibjjf.com/athletes/ronaldo-junior;Atos Jiu Jitsu USA;25;ranking-geral-gi;adult;male;black;mediumheavy
89;https://api.ibjjfdb.com/Athletes/135398/RankingPhoto;José Matheus Macedo de Lira Luna;https://ibjjf.com/athletes/jose-luna-81ddba64c2e9;CheckMat USA;25;ranking-geral-gi;adult;male;black;mediumheavy
89;https://api.ibjjfdb.com/Athletes/62281/RankingPhoto;Vinícius do Canto Martins;https://ibjjf.com/athletes/vinicius-martins;Alliance Porto Alegre;25;ranking-geral-gi;adult;male;black;mediumheavy
92;https://api.ibjjfdb.com/Athletes/45991/RankingPhoto;Eduardo Avelar de Carvalho;https://ibjjf.com/athletes/eduardo-carvalho-30ed088b7a4b;Vuk / 617 Brazilian Jiu-jitsu;24;ranking-geral-gi;adult;male;black;mediumheavy
92;https://api.ibjjfdb.com/Athletes/313920/RankingPhoto;Wilson de Souza Barbosa;https://ibjjf.com/athletes/wilson-barbosa-1ddc646034c6;The Match Champ;24;ranking-geral-gi;adult;male;black;mediumheavy
92;https://api.ibjjfdb.com/Athletes/171698/RankingPhoto;Gabriel Rodrigues da Silva;https://ibjjf.com/athletes/gabriel-silva-a7e2841e4c21;Barbosa Jiu-Jitsu;24;ranking-geral-gi;adult;male;black;mediumheavy
95;https://api.ibjjfdb.com/Athletes/373522/RankingPhoto;Charles S. Adorian;https://ibjjf.com/athletes/charles-adorian;Roger Gracie Academy;22;ranking-geral-gi;adult;male;black;mediumheavy
95;https://api.ibjjfdb.com/Athletes/134443/RankingPhoto;Gilberto Henrique Saraiva;https://ibjjf.com/athletes/gilberto-saraiva;Checkmat Daphne;22;ranking-geral-gi;adult;male;black;mediumheavy
95;https://api.ibjjfdb.com/Athletes/22233/RankingPhoto;Manuel Ribamar V. de Oliveira Filho;https://ibjjf.com/athletes/manuel-filho;Rodrigo Pinheiro BJJ;22;ranking-geral-gi;adult;male;black;mediumheavy
95;https://api.ibjjfdb.com/Athletes/219359/RankingPhoto;Ian Pereira Cardoso Cerqueira;https://ibjjf.com/athletes/ian-cerqueira;Gracie Barra Florianópolis - SC;22;ranking-geral-gi;adult;male;black;mediumheavy
99;https://api.ibjjfdb.com/Athletes/272614/RankingPhoto;Martin Alejandro Gonzalez Mejia;https://ibjjf.com/athletes/martin-mejia;Atos JJ International;21;ranking-geral-gi;adult;male;black;mediumheavy
99;https://api.ibjjfdb.com/Athletes/21247/RankingPhoto;Isaque Bahiense Braz;https://ibjjf.com/athletes/isaque-braz;DreamArt;21;ranking-geral-gi;adult;male;black;mediumheavy
99;https://api.ibjjfdb.com/Athletes/47106/RankingPhoto;Romario Gomes Teodoro;https://ibjjf.com/athletes/romario-teodoro;Família Gomes;21;ranking-geral-gi;adult;male;black;mediumheavy
99;https://api.ibjjfdb.com/Athletes/148249/RankingPhoto;Robson Gomes Praia Júnior;https://ibjjf.com/athletes/robson-junior-a098d842e2c5;Fratres Brazilian Jiu-Jitsu;21;ranking-geral-gi;adult;male;black;mediumheavy
103;https://api.ibjjfdb.com/Athletes/91609/RankingPhoto;Mateus Viana Ferreira de Siqueira;https://ibjjf.com/athletes/mateus-siqueira;Bruno Bastos Jiu-Jitsu;20;ranking-geral-gi;adult;male;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/279318/RankingPhoto;Luiz Carlos Matos Bezerra Filho;https://ibjjf.com/athletes/luiz-filho-9569c6812b28;Gracie Barra Amazonas;19;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/136904/RankingPhoto;João Pedro Silva de Souza;https://ibjjf.com/athletes/joao-souza-348d39cd682f;AOJ;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/49019/RankingPhoto;Pedro Henrique Segura Veras;https://ibjjf.com/athletes/pedro-veras;PSLPB Cicero Costha;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/133341/RankingPhoto;Lucas Giraud Ribeiro;https://ibjjf.com/athletes/lucas-ribeiro-fc3fdef8c63c;Alliance SP;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/133256/RankingPhoto;Matheus Dantas de Almeida Alves;https://ibjjf.com/athletes/matheus-alves;GF Team;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/244551/RankingPhoto;Felipe Gabriel Monteiro Oliveira;https://ibjjf.com/athletes/felipe-oliveira-dfb83042cb55;Avance Brazilian Jiu-Jitsu Brasil;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/50144/RankingPhoto;Alef José Soares Brito de Morais;https://ibjjf.com/athletes/alef-morais;Ares BJJ Brasil;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/211779/RankingPhoto;André Fernando Vieira Soares;https://ibjjf.com/athletes/andre-soares-f639013906aa;CheckMat USA;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/84996/RankingPhoto;Heitor Ferreira M. Senra;https://ibjjf.com/athletes/heitor-senra;Future School of Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/139428/RankingPhoto;Wesley Patrick Possamai;https://ibjjf.com/athletes/wesley-possamai;Marcio Andre Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/279544/RankingPhoto;Guilherme Augusto Rodrigues Higuchi;https://ibjjf.com/athletes/guilherme-higuchi;Gracie Barra Boca Raton;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/46509/RankingPhoto;Felipe Porto Schiavon;https://ibjjf.com/athletes/felipe-schiavon;Fight Sports;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/295164/RankingPhoto;Gabriel Guy Vasken Chagny;https://ibjjf.com/athletes/gabriel-chagny;Karkara BJJ France;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/32345/RankingPhoto;Kauan Argimon Barboza;https://ibjjf.com/athletes/kauan-barboza;CheckMat USA;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/48267/RankingPhoto;David Lamar Harris;https://ibjjf.com/athletes/david-harris;Purebred Jiu-Jitsu Academy Guam;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/28216/RankingPhoto;Pedro Alves Douteiro  Cranfield Ramalho;https://ibjjf.com/athletes/pedro-ramalho;Focus Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/5806/RankingPhoto;Wellington Leal Dias;https://ibjjf.com/athletes/wellington-dias;Gracie Humaita Phoenix;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/208522/RankingPhoto;Florentin Yorik Jeronimo Fischer;https://ibjjf.com/athletes/florentin-fischer;FSA Switzerland;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/178035/RankingPhoto;Everton Daniel de Freitas;https://ibjjf.com/athletes/everton-freitas;Núcleo JJ;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/53053/RankingPhoto;Bradley Brian H. Hill;https://ibjjf.com/athletes/bradley-hill-b44970ed9379;Royal Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/221937/RankingPhoto;Thiago Cesar de Andrade Silva;https://ibjjf.com/athletes/thiago-silva-bf3d82c19978;Unique Logic Jiu-Jitsu HQ;18;ranking-geral-gi;adult;male;black;mediumheavy
105;https://api.ibjjfdb.com/Athletes/271768/RankingPhoto;João Gabriel Galvão da Silva;https://ibjjf.com/athletes/joao-silva-6c43cb1064ff;Soldiers Jiu-Jitsu;18;ranking-geral-gi;adult;male;black;mediumheavy
126;https://api.ibjjfdb.com/Athletes/74611/RankingPhoto;Sebastian Rodriguez Williams;https://ibjjf.com/athletes/sebastian-williams;Unity Jiu-Jitsu International;16;ranking-geral-gi;adult;male;black;mediumheavy
126;https://api.ibjjfdb.com/Athletes/29407/RankingPhoto;Servio Tulio Cardoso Guimarães Junqueira;https://ibjjf.com/athletes/servio-junqueira;Gracie Barra Belo Horizonte - MG;16;ranking-geral-gi;adult;male;black;mediumheavy
126;https://api.ibjjfdb.com/Athletes/482968/RankingPhoto;Janis Tilibs;https://ibjjf.com/athletes/janis-tilibs;Karkara BJJ Switzerland;16;ranking-geral-gi;adult;male;black;mediumheavy
129;https://api.ibjjfdb.com/Athletes/168382/RankingPhoto;Carlos Rafael Feitosa dos Santos;https://ibjjf.com/athletes/carlos-santos-91c458a15417;CheckMat USA;15;ranking-geral-gi;adult;male;black;mediumheavy
129;https://api.ibjjfdb.com/Athletes/30378/RankingPhoto;Breno Henrique Abreu Bittencourt;https://ibjjf.com/athletes/breno-bittencourt;Ares BJJ Academy;15;ranking-geral-gi;adult;male;black;mediumheavy
129;https://api.ibjjfdb.com/Athletes/62590/RankingPhoto;Oilson Valdinei Alvim Junior;https://ibjjf.com/athletes/oilson-junior;OA Brazilian Jiu-Jitsu;15;ranking-geral-gi;adult;male;black;mediumheavy
132;https://api.ibjjfdb.com/Athletes/168004/RankingPhoto;Sevada Ara Khashadoorian;https://ibjjf.com/athletes/sevada-khashadoorian;Gracie Barra Glendale;14;ranking-geral-gi;adult;male;black;mediumheavy
133;https://api.ibjjfdb.com/Athletes/147992/RankingPhoto;Elder da Silveira Gomes Júnior;https://ibjjf.com/athletes/elder-junior;JFC Almeida JJ;12;ranking-geral-gi;adult;male;black;mediumheavy
133;https://api.ibjjfdb.com/Athletes/168589/RankingPhoto;Dante Derrick Muschamp;https://ibjjf.com/athletes/dante-muschamp;Unity Jiu Jitsu;12;ranking-geral-gi;adult;male;black;mediumheavy
133;https://api.ibjjfdb.com/Athletes/147973/RankingPhoto;Nikolas Peter Williams;https://ibjjf.com/athletes/nikolas-williams;Yemaso Brazilian Jiu-Jitsu;12;ranking-geral-gi;adult;male;black;mediumheavy
